text,title,timestamp,label
"Winter Weather Outlook Mixed, El Nino Looms (Reuters) Reuters - Winter will be warmer than normal in\the U.S. Western and Plains states and colder than usual in the\Southeast and mid-Atlantic regions, but the return of El Nino\is making it hard for forecasters to hazard a guess for much of\the country, meteorologists said on Wednesday.","Winter Weather Outlook Mixed, El Nino Looms (Reuters) Reuters - Winter will be w",1496884397.9466496,1
Charlotte Bobcats Pick Up Option on Ely (AP) AP - The Charlotte Bobcats picked up the option on center Melvin Ely for the 2005-06 season.,Charlotte Bobcats Pick Up Option on Ely (AP) AP - The Charlotte Bobcats picked u,1492626476.8639739,2
Analysts: IBM selling PC business makes sense IBM is considering pulling out of the personal computer business it founded - a sign of a big change in the way companies buy computers and a shift of power in the PC industry.,Analysts: IBM selling PC business makes sense IBM is considering pulling out of ,1495082626.1318843,0
"432-Year Search: Lost Star Found (SPACE.com) SPACE.com - Danish astronomer Tycho Brahe spotted a new star in the sky on Nov. 11, 1572, and astronomers have been trying ever since to figure out exactly what happened. The case appeared to be solved last week.",432-Year Search: Lost Star Found (SPACE.com) SPACE.com - Danish astronomer Tycho,1504746125.4610455,1
Boxing: Khan will keep feet on ground TEENAGE boxing sensation Amir Khan punched is way to an Olympic silver medal yesterday - then worried about his homework and passing his driving test.,Boxing: Khan will keep feet on ground TEENAGE boxing sensation Amir Khan punched,1487053493.6224468,2
"Divorcee Gets Lesson in Finance (AP) AP - At first, Kristin Briggs felt mistrust. Not toward her husband, who wanted a divorce, but toward her new financial planner.","Divorcee Gets Lesson in Finance (AP) AP - At first, Kristin Briggs felt mistrust",1489913044.2520354,0
"US Fed set to serve up another small rate hike Federal Reserve officials are expected to nudge interest rates up on Tuesday for a fifth time this year, another small step in a campaign to gradually lift borrowing costs before inflation rears its head.",US Fed set to serve up another small rate hike Federal Reserve officials are exp,1513078531.6977642,0
"Update 2: Volkswagen, Workers Renew Wage Talks Wage negotiations between Volkswagen AG and Germany #39;s biggest industrial union broke up without agreement Thursday, but the two sides agreed to hold more talks next week even as the union presses ahead with plans for a flurry of short work stoppages.","Update 2: Volkswagen, Workers Renew Wage Talks Wage negotiations between Volkswa",1503732760.216335,0
"Norway Fails to Break Deadlock to Revive Sri Lanka Peace Talks Norway, which brokered a cease-fire between the Sri Lanka government and the rebel Liberation Tigers of Tamil Eelam, failed to break the deadlock to revive peace talks key to the South Asian island #39;s economic growth.","Norway Fails to Break Deadlock to Revive Sri Lanka Peace Talks Norway, which bro",1506495599.639997,3
Sudan Rejects Revised U.N. Darfur Resolution CAIRO (Reuters) - Sudan's foreign minister rejected Wednesday a revised U.N. Security Council draft resolution threatening to consider sanctions on Sudan and said it had complicated talks on Darfur between rebels and Khartoum.,Sudan Rejects Revised U.N. Darfur Resolution  CAIRO (Reuters) - Sudan's foreign ,1490666498.1308177,3
"Parliament Speaker to Succeed Arafat (AP) AP - The Palestinian parliament speaker will become temporary president of the Palestinian Authority in the event of Yasser Arafat's death, PLO leaders decided Wednesday.",Parliament Speaker to Succeed Arafat (AP) AP - The Palestinian parliament speake,1506023344.1045341,3
"Feds Hunt Source of GOP Data When contact info for Republican delegates got posted on the web, the Department of Justice subpoenaed an ISP, but now seems to be backing off. Ann Harrison reports from New York.",Feds Hunt Source of GOP Data When contact info for Republican delegates got post,1487686584.0982008,1
"Shell Settles with SEC, UK for \$151 Mln LONDON (Reuters) - Royal Dutch/Shell Group agreed on Tuesday to finalized settlements with U.S. and UK regulators which will cost the oil giant \$150.7 million over its mis-statement of proven oil reserves.","Shell Settles with SEC, UK for \$151 Mln  LONDON (Reuters) - Royal Dutch/Shell G",1485572077.677314,0
"Hokies' victory is sweeter this season MIAMI -- Bryan Randall grabbed a set of Mardi Gras beads and waved them aloft, while his teammates exalted in the prospect of a trip to New Orleans.",Hokies' victory is sweeter this season MIAMI -- Bryan Randall grabbed a set of M,1505086979.9014993,2
"Microsoft revamps its plans for Longhorn update To get next version of Windows out on time, company says it will delay some planned features.",Microsoft revamps its plans for Longhorn update To get next version of Windows o,1486438273.695614,1
Apple iTunes accepts PayPal Apple and PayPal announced on Friday that the US incarnation of the iTunes Music Store (ITMS) now accepts payment via PayPal #39;s Virtual Wallet.,Apple iTunes accepts PayPal Apple and PayPal announced on Friday that the US inc,1513259865.2088768,1
"eBay boss named most powerful businesswoman in US Meg Whitman of eBay has been named the most powerful woman in corporate America by Fortune magazine, toppling Carly Fiorina of Hewlett-Packard who had been at the top of the list since it began in 1998.",eBay boss named most powerful businesswoman in US Meg Whitman of eBay has been n,1496310700.7658398,0
Aston Villa charged over Beattie approach Aston Villa have been charged with allegedly making an illegal approach for Southampton striker James Beattie. The Premier League said on Tuesday the charge relates to comments made by Aston,Aston Villa charged over Beattie approach Aston Villa have been charged with all,1504192664.048867,2
Australian Football: Melbourne sidelined as Brisbane and Port &lt;b&gt;...&lt;/b&gt; The Australian Football League Grand Final between Brisbane Lions and Port Adelaide on Saturday marks an epoch for Australia #39;s favorite spectator sport.,Australian Football: Melbourne sidelined as Brisbane and Port &lt;b&gt;...&lt;/b,1493296359.6463304,2
"Egypt, Israel Ink Trade Deal with US Israel, Egypt, and the United States signed a trade agreement that a senior US official called the most significant trade pact between Egypt and Israel in the past 20 years.","Egypt, Israel Ink Trade Deal with US Israel, Egypt, and the United States signed",1513633044.3187027,3
US Air Pilots to Vote on Pay-Cut Proposal WASHINGTON (Reuters) - Bankrupt US Airways took a crucial step toward securing \$300 million in concessions from its pilots union late on Tuesday when leaders of the labor group said they would forward a plan to cut wages and benefits to all pilots for a vote.,US Air Pilots to Vote on Pay-Cut Proposal  WASHINGTON (Reuters) - Bankrupt US Ai,1496733023.885199,0
"Is Google Bobbing for Apple? Just in case Apple #39;s (Nasdaq: AAPL) computer users were feeling left out, news reports say that Google (Nasdaq: GOOG) intends to develop its Desktop Search application for the Mac platform.",Is Google Bobbing for Apple? Just in case Apple #39;s (Nasdaq: AAPL) computer us,1504059160.5363379,1
"Disney's Eisner Sees Iger as Successor LOS ANGELES (Reuters) - Walt Disney Co. Chief Executive Michael Eisner said company President Robert Iger is his ""preferred choice"" to succeed him in running the entertainment conglomerate, according to an interview in Sunday's Los Angeles Times.",Disney's Eisner Sees Iger as Successor  LOS ANGELES (Reuters) - Walt Disney Co. ,1488217181.7198477,0
Winamp vulnerable to camouflaged-skin attacks Users of the music player should watch out for hacked themes; a flaw allows would-be intruders to take control of PCs.,Winamp vulnerable to camouflaged-skin attacks Users of the music player should w,1485850385.1965432,1
"quot;Road-map quot; peace plan for Gaza Strip The Israeli government does not intend to honour the US-backed road map to peace in the Middle East once it has completed a planned pullout from Gaza, an Israeli newspaper reported today.", quot;Road-map quot; peace plan for Gaza Strip The Israeli government does not i,1491146637.731981,3
"Gaming Godzillas Prepare for Battle (washingtonpost.com) washingtonpost.com - Let the games begin. Not the Olympics again, but the all-out battle between video game giants Sony Corp. and Nintendo Co. Ltd. The two Japanese companies are rolling out new gaming consoles, but Nintendo has beaten Sony to the punch by announcing an earlier launch date for its new hand-held game player.",Gaming Godzillas Prepare for Battle (washingtonpost.com) washingtonpost.com - Le,1492303755.7746315,1
"World ban on human cloning, UK stands up to US pressure Great Britains best scientists are standing up to American government pressure to get a worldwide ban on all types of human cloning by backing an international campaign against American efforts.","World ban on human cloning, UK stands up to US pressure Great Britains best scie",1487061114.8859575,1
Turkey passes penal code aimed at clearing way for EU TURKEYS parliament met in emergency session yesterday to approve an urgent package of reforms expected to boost the countrys chances of starting membership talks with the European Union.,Turkey passes penal code aimed at clearing way for EU TURKEYS parliament met in ,1493881882.9256911,3
"Schilling cancels scheduled appearance wih Bush _ Newly minted World Series hero Curt Schilling canceled a scheduled campaign appearance with President Bush on Friday, saying his doctors advised him not to travel because of his injured ankle.",Schilling cancels scheduled appearance wih Bush _ Newly minted World Series hero,1503711736.0411336,2
"Sun Rolls Out Solaris 10 (NewsFactor) NewsFactor - Sun Microsystems (Nasdaq: SUNW) today came out swinging with the launch of the latest\Solaris operating system, announcing that the new and improved\Unix-based software would be offered for free.",Sun Rolls Out Solaris 10 (NewsFactor) NewsFactor - Sun Microsystems (Nasdaq: SUN,1507295832.3086026,1
"Allawi sounds note of gravity on war BAGHDAD In his first speech before the interim national assembly here, Prime Minister Ayad Allawi gave a sobering account Tuesday of the threat posed by the insurgency, saying that the country #39;s instability was a quot;source of worry for many people quot; and that",Allawi sounds note of gravity on war BAGHDAD In his first speech before the inte,1496616865.317211,3
BENITEZ PREPARES FOR BRAZILIANS Rafael Benitez accepts he must plan to stop a Brazilian double act if Liverpool are to emerge unscathed from their European examination in Greece.,BENITEZ PREPARES FOR BRAZILIANS Rafael Benitez accepts he must plan to stop a Br,1493519215.9034657,2
"Verdict plunges ruling camp into turmoil Aside from being quot;shocked, quot; members of the ruling party were at a loss for words following the Constitutional Court ruling that the party #39;s capital relocation plan was quot;unconstitutional.","Verdict plunges ruling camp into turmoil Aside from being  quot;shocked, quot; m",1500968869.583913,3
"Will Microsoft Lose The Browser Wars? Will Microsoft Lose The Browser Wars?\\Until recently, software giant, Microsoft's Internet Explorer Web browser enjoyed a relatively unchallenged position as the most popular Web browser in the world.\\Despite lawsuits and charges of unfair competition from the likes of Netscape and others, Microsoft dominates browser software with over 90 market share.\\Microsoft's ...",Will Microsoft Lose The Browser Wars? Will Microsoft Lose The Browser Wars?\\Unt,1506323201.403345,1
"Transsexual drives off to score a first on the golf course Golf is not a sport renowned for being at ease with gender issues. Many of the game #39;s great clubs refuse to admit women, and the occasional inclusion of women in men #39;s professional tournaments has caused consternation from Arran to Augusta.",Transsexual drives off to score a first on the golf course Golf is not a sport r,1504463087.5023959,2
"Oil prices up on Yukos woes NEW YORK -- Oil prices broke above \$46 yesterday after Russian oil giant Yukos said it would cut some oil shipments to China, the first toll on exports from the company's financial turmoil.",Oil prices up on Yukos woes NEW YORK -- Oil prices broke above \$46 yesterday af,1492260656.2154684,0
"US Newspapers and their Audience USA Today is read by people who think they ought to run the country but dont really understand the Washington Post. They do, however, like their smog statistics shown in pie charts.",US Newspapers and their Audience USA Today is read by people who think they ough,1511792114.977625,0
Red Sox hope Schilling doesn #39;t have to pitch again The Boston Red Sox will try to get Curt Schilling ready for another World Series start. They certainly hope they don #39;t need to use him.,Red Sox hope Schilling doesn #39;t have to pitch again The Boston Red Sox will t,1502193790.5915883,2
Russia Delays Review of Yukos Subsidiary Licenses Russia #39;s Natural Resources Ministry has postponed consideration of whether to suspend the licenses of the main subsidiary of the troubled giant oil firm Yukos.,Russia Delays Review of Yukos Subsidiary Licenses Russia #39;s Natural Resources,1495097868.6589055,0
"Study Finds Accelerating Decline in Corporate Taxes merica #39;s largest and most profitable companies paid less in corporate income taxes in the last three years, even as they increased profits, according to a study released yesterday.",Study Finds Accelerating Decline in Corporate Taxes merica #39;s largest and mos,1493634060.4605038,0
"Dodgers' Green to Miss Game on Yom Kippur SAN DIEGO - Los Angeles Dodgers first baseman Shawn Green will definitely sit out at least one game of a weekend series against the San Francisco Giants in observance of Yom Kippur, but will wait until Thursday to make his final decision. Green said Wednesday there's a possibility he'll sit out both Friday night and Saturday afternoon...",Dodgers' Green to Miss Game on Yom Kippur SAN DIEGO - Los Angeles Dodgers first ,1492783632.5736048,3
"BT will switch its call center network to VoIP One challenge will be to link the call center with back-office databases of CRM applications so that agents can see, for example, the identity of the caller and the history of their account.",BT will switch its call center network to VoIP One challenge will be to link the,1491558711.5659297,1
Treasuries Trim Gains After GDP Data (Reuters) Reuters - Treasury debt prices trimmed early\gains on Friday after U.S. economic data proved to be not quite\as weak as some bulls had been betting.,Treasuries Trim Gains After GDP Data (Reuters) Reuters - Treasury debt prices tr,1486342613.6984475,0
"Early to rise? Not for UConn quot;I think the game played out probably the way I thought it would play out, quot; he said. quot;I can #39;t say that I #39;m really, really that surprised.",Early to rise? Not for UConn  quot;I think the game played out probably the way ,1509096815.7167976,2
"Salvation Army sees donation totals down Christmas may be the season for giving, but the Lancaster Salvation Army will not be receiving as much in donations as in past years.","Salvation Army sees donation totals down Christmas may be the season for giving,",1513073275.6539638,0
Everton stand firm over striker bids EVERTON showed they would not be bullied into selling Wayne Rooney last night by rejecting a 23.5million bid from Newcastle - as Manchester United gamble on Goodison #39;s resolve to keep the striker.,Everton stand firm over striker bids EVERTON showed they would not be bullied in,1486296886.1173842,2
"Matfield turns the Aussie tide A rugby nation lifted its head once more last night. The surprise was that it was South Africa, not Australia or New Zealand, who emerged into the light clutching the coveted Tri-Nations trophy.",Matfield turns the Aussie tide A rugby nation lifted its head once more last nig,1484805220.8868408,2
Ferguson Offers Rooney Helping Hand Sir Alex Ferguson is confident he can keep Wayne Rooneys feet firmly on the ground despite his sensational Champions League debut.,Ferguson Offers Rooney Helping Hand Sir Alex Ferguson is confident he can keep W,1499951825.1085427,2
Philippine towns mop up it hit Taiwan on Saturday. Hundreds of people fled their homes and two people were reported missing after torrential. Nanmadol killed at least 35 people in the Philippines and,Philippine towns mop up it hit Taiwan on Saturday. Hundreds of people fled their,1511811825.1418762,3
"AT amp; Wireless unveils messaging-only handheld AT amp;T Wireless on Monday seemed to be trying to turn back the clock on cell phone design trends when it introduced the Ogo, a messaging-only handheld.",AT amp; Wireless unveils messaging-only handheld AT amp;T Wireless on Monday see,1493975703.3075275,0
Henman gains Masters place What had appeared a potentially awkward couple of days for Tim Henman were transformed into sweetness and light yesterday morning when he qualified for the eight-man end-of-season Masters Cup in Houston in a fortnight #39;s time without the need to win a,Henman gains Masters place What had appeared a potentially awkward couple of day,1504105150.919591,2
"Progress Energy Cuts Earnings Outlook Because Of Hurricanes RALEIGH, NC -- Progress Energy says it will take nearly \$300 million to restore downed electrical lines, splintered utility poles and blasted transformers in hurricane-ravaged Florida.","Progress Energy Cuts Earnings Outlook Because Of Hurricanes RALEIGH, NC -- Progr",1493359169.3697448,0
"Verizon Wireless to Buy NextWave Licenses (AP) AP - Verizon Wireless is buying cellular capacity for 23 markets from bankrupt NextWave Telecom Inc. for #36;3 billion, ending the government's long tug-of-war over the never-used licenses and bolstering Verizon against a big new rival created by the merger of Cingular Wireless and AT amp;T Wireless.",Verizon Wireless to Buy NextWave Licenses (AP) AP - Verizon Wireless is buying c,1504956892.81744,1
American Aaron Peirsol's Gold Restored on Appeal ATHENS (Reuters) - Aaron Peirsol was awarded gold in the men's 200 meters backstroke at the Athens Olympics on Thursday after winning an appeal against his disqualification then surviving a protest from the British and Austrian teams.,American Aaron Peirsol's Gold Restored on Appeal  ATHENS (Reuters) - Aaron Peirs,1484303268.7039058,2
"Turin Olympic chief set to quit The official in charge of organising the Turin 2006 Winter Olympics is set to quit because of a power struggle. The Italian government has appointed Mario Pescante to oversee the Games, to the fury of Valentino",Turin Olympic chief set to quit The official in charge of organising the Turin 2,1504587918.5426545,2
Half-Life 2 users bitten by bugs Several Half-Life 2 users who finally got the long-delayed game into their hands yesterday got exactly what they didn #39;t want--more delays.,Half-Life 2 users bitten by bugs Several Half-Life 2 users who finally got the l,1508541777.4914792,1
"PeopleSoft Denies Execs Visited Oracle (Reuters) Reuters - PeopleSoft Inc. on Tuesday\denied an analyst report that its executives recently met with\Oracle Corp. , the rival software vendor that last year\launched a hostile bid for PeopleSoft.",PeopleSoft Denies Execs Visited Oracle (Reuters) Reuters - PeopleSoft Inc.  on T,1496551690.3740864,1
"Schilling Gets 20th As Red Sox Beat D-Rays (AP) AP - Curt Schilling became the first 20-game winner in the major leagues this season, reaching the mark for the third time in four years and leading the Boston Red Sox to an 11-4 victory over the Tampa Bay Devil Rays on Thursday night.",Schilling Gets 20th As Red Sox Beat D-Rays (AP) AP - Curt Schilling became the f,1491181064.8188734,2
"KPMG Units Agree to Pay to Settle Malpractice Suits The American and Belgian arms of KPMG International, a global accounting cooperative based in Switzerland, have agreed to pay \$115 million to settle claims of accounting malpractice growing",KPMG Units Agree to Pay to Settle Malpractice Suits The American and Belgian arm,1497345615.7901316,0
"Tennis: Agassi, Hewitt Advance to Legg Mason Semifinals Two former world-number-one tennis stars, American Andre Agassi and Lleyton Hewitt of Australia, have advanced to the semifinals of the Legg Mason Classic in Washington.","Tennis: Agassi, Hewitt Advance to Legg Mason Semifinals Two former world-number-",1484699311.6042633,2
"Will Longhorn's Loss Be Your Gain? Microsoft's decision to pare back features of the upcoming OS is not bad news, some say.",Will Longhorn's Loss Be Your Gain? Microsoft's decision to pare back features of,1487124450.2137518,1
NBA Wrap: Lakers Rally to Beat Rockets (Reuters) Reuters - Lamar Odom supplemented 20 points with\13 rebounds and Kobe Bryant added 19 points to overcome a big\night from Yao Ming as the Los Angeles Lakers ground out an\84-79 win over the Rockets in Houston Saturday.,NBA Wrap: Lakers Rally to Beat Rockets (Reuters) Reuters - Lamar Odom supplement,1506909775.8914657,2
The Health Care Clash Moves to the Next Aisle Supermarkets face a new showdown as labor unions determined to keep health benefits spar with management trying to compete with Wal-Mart.,The Health Care Clash Moves to the Next Aisle Supermarkets face a new showdown a,1497848619.1818266,0
"Administration ignores global warming warnings Yes, we know you don #39;t like that news, but it #39;s science - good science from what we can tell. A new four-year international report by 300 scientists from the United States and seven other countries that was","Administration ignores global warming warnings Yes, we know you don #39;t like t",1506628314.7459562,1
"Halliburton says profit in Iraq is weak HOUSTON Halliburton, the oil services company once run by Dick Cheney, the US vice president, reported on Tuesday a quarterly loss and only meager pickings from its vast operations in Iraq.","Halliburton says profit in Iraq is weak HOUSTON Halliburton, the oil services co",1502576167.7780647,0
"Sun-Microsoft Pact Excludes OpenOffice Users Microsoft Corp. and Sun Microsystems Inc. have agreed not to sue each other or their customers for patent infringements, but the pact announced in April specifically states that the protection does not apply",Sun-Microsoft Pact Excludes OpenOffice Users Microsoft Corp. and Sun Microsystem,1491174757.566313,1
"Curacao Rallies to Beat Taiwan 9-8 in LLWS (AP) AP - Down four runs with only three outs left, Curacao manager Vernon Isabella thought his team's run for a championship was over. That was until Jonathan Schoop led an unlikely rally.",Curacao Rallies to Beat Taiwan 9-8 in LLWS (AP) AP - Down four runs with only th,1485847231.5702631,2
Iran Says It Won't Halt Nuclear Technology Drive (Reuters) Reuters - Iran Sunday rejected European demands it\abandon sensitive nuclear activities but reiterated its\readiness to provide assurances that its atomic ambitions are\entirely peaceful.,Iran Says It Won't Halt Nuclear Technology Drive (Reuters) Reuters - Iran Sunday,1489813967.8263986,3
"3rd career win all but clinches Cup contention FONTANA, CALIF. - Elliott Sadler raced to his second victory of the season Sunday night at California Speedway and all but wrapped up a spot in NASCAR #39;s new championship playoff.","3rd career win all but clinches Cup contention FONTANA, CALIF. - Elliott Sadler ",1488317046.5520546,2
Medical Journal Calls for a New Drug Watchdog Medical researchers said the U.S. needs a system independent of the F.D.A. to detect harmful effects of drugs already on the market.,Medical Journal Calls for a New Drug Watchdog Medical researchers said the U.S. ,1509356727.0827258,3
"Science Magazine Names Mars Discovery Breakthrough of the Year Before leaving Endurance Crater, Opportunity rovers panoramic camera, or Pancam, captured this view of quot;Burns Cliff quot; at the base of the southeastern portion of the inner wall of the crater.",Science Magazine Names Mars Discovery Breakthrough of the Year Before leaving En,1514320534.8477905,1
Apple introduces colour screen iPod Apple Computer Inc. has introduced a new larger-capacity iPod with a colour display as well as a first-of-its-kind digital compendium of the rock band U2 #39;s songs.,Apple introduces colour screen iPod Apple Computer Inc. has introduced a new lar,1502639240.3036692,1
"New IBM servers tout increased performance for enterprise needs OCTOBER 15, 2004 (COMPUTERWORLD) - IBM today unveiled two high-performance p5 servers in its eServer line. The new servers run Unix or Linux and are aimed at medium to large businesses.","New IBM servers tout increased performance for enterprise needs OCTOBER 15, 2004",1499370506.6642222,1
Fiddling while Madrid burns The extraordinary news that Jos Antonio Camacho offered up his resignation on the Sunday after the Espanyol defeat was a fitting end to a fascinating week in La Liga.,Fiddling while Madrid burns The extraordinary news that Jos Antonio Camacho offe,1492085367.1547263,2
Reasons to Like Four Seasons The luxury hotel manager doubles earnings for the second straight quarter.,Reasons to Like Four Seasons The luxury hotel manager doubles earnings for the s,1504773719.6909974,0
"Hurricane Jeanne Takes Aim at Florida WEST PALM BEACH, Fla. - Hurricane Jeanne trekked westward Friday on a path that could lead to Florida's east coast by Sunday, setting off another round of storm preparations in a state still reeling from three earlier strikes...","Hurricane Jeanne Takes Aim at Florida WEST PALM BEACH, Fla. - Hurricane Jeanne t",1493323165.4697123,3
"Experts Warn of Net Flu Vaccine Scam Vaccines for sale online can be dangerous, and sellers could be perpetrating credit card fraud.","Experts Warn of Net Flu Vaccine Scam Vaccines for sale online can be dangerous, ",1502922803.866699,1
"U.S. Raps Cuba on Its Presence Abroad (AP) AP - The State Department is accusing Cuba of training Colombian rebels and says it is troubled by a large presence of Cuban personnel in Venezuela, whose president, Hugo Chavez, is a close ally of Cuban President Fidel Castro.",U.S. Raps Cuba on Its Presence Abroad (AP) AP - The State Department is accusing,1498350308.5625713,3
"Denver storm covers roads in ice, knocks out power. DENVER - A Halloween storm gave the Denver metro area its first taste of snow for the fall, and dumped even more white gold on top of snow that had already fallen at Colorado #39;s mountain ski resorts.","Denver storm covers roads in ice, knocks out power. DENVER - A Halloween storm g",1504003972.076434,0
"Oracle victorious in quest for PeopleSoft It #39;s finally over. Business-software maker PeopleSoft (PSFT) agreed to be acquired by rival Oracle (ORCL) for \$10.3 billion Monday, ending 18",Oracle victorious in quest for PeopleSoft It #39;s finally over. Business-softwa,1513546845.2003767,0
Forces Boost Urged to Halt Darfur Killings Calls for the deployment of substantial African forces to Sudan to end the slaughter in Darfur were agreed by Liberal Democrats today.,Forces Boost Urged to Halt Darfur Killings Calls for the deployment of substanti,1492951037.5686464,3
"Irish women roll by Duke Jacqueline Batteast scored 17 points, including 10 during a decisive three-minute run in the second half, to lead No. 11 Notre Dame to a 76-65 victory over No. 6 Duke in the Women's NIT semifinal last night in South Bend, Ind.","Irish women roll by Duke Jacqueline Batteast scored 17 points, including 10 duri",1508069259.1538262,2
"Moon #39;s eclipse like a #39;rusty ball #39; Stargazers were able to catch a fleeting glimpse of a total eclipse of the moon in the early hours today. The clouds cleared to allow a rusty ball to be seen, despite bad weather, between 3.23am and 4.44am.",Moon #39;s eclipse like a  #39;rusty ball #39; Stargazers were able to catch a f,1503078908.3675697,1
"Koizumi Surveys Japan #39;s Earthquake Damage Prime Minister Junichiro Koizumi surveyed the earthquake damage in northern Japan on Tuesday, meeting people camped out in a high-school gymnasium after the nation #39;s",Koizumi Surveys Japan #39;s Earthquake Damage Prime Minister Junichiro Koizumi s,1502610332.0627673,3
